id,date,year,source_database,origin,attack_vector,attack_description,country,industry_type,subcategory,attack_details,ti_safe_score,impact,link_at_the_internet
1183,22/08/2023,2023,TI Safe,null,null,Data theft and exposure,United States ,Information Technology sector ,Apps ,"Numerous data from users of the Duolingo application were found in a hacking forum on the Dark Web. Since March, there has been a high exposure of data due to the high public visibility of the API. It is estimated that a malicious actor offered $1,500 for",2,Promoted the Organization's bad reputation and data exposure makes users insecure,<a href='https://www.cshub.com/data/news/data-of-26-million-duolingo-users-posted-on-the-dark-web' rel='' target='_self'>https://www.cshub.com/data/news/data-of-26-million-duolingo-users-posted-on-the-dark-web</a>
1182,03/08/2023,2023,TI Safe,null,null,"A cyberattack on a hospital in the US disrupted notable operations, leaving countless computers offline.",United States,Hospital and health sector,Health ,"The main computer systems of several hospitals and health units had an interruption in their operation, influencing and interfering with the dynamics of the hospital, the recovery process can take weeks.",3,Interrption of services and operations in the Hospital ,<a href='https://dunyanews.tv/en/Technology/748625-Cyberattack-keeps-hospitals-computers-offline-for-weeks' rel='' target='_self'>https://dunyanews.tv/en/Technology/748625-Cyberattack-keeps-hospitals-computers-offline-for-weeks</a>
1181,08/10/2020,2020,TI Safe,null,null,"The Braskem was the victim of a cyber attack that was discovered in time
exact that no significant data loss occurs and stops the operation
chemical industry operations.",Brazil,Chemical and Farmaceutic industry sector ,Chemical,"It was a cyber attack executed through Ransomware. the company's website
refrained from further operations so that the attack could be stopped.",3,"Spread of fear, terror and threats",<a href='https://www.cisoadvisor.com.br/braskem-e-atacada-por-ransomware-declara-forca-maior/ ' rel='' target='_self'>https://www.cisoadvisor.com.br/braskem-e-atacada-por-ransomware-declara-forca-maior/ </a>
1180,07/08/2023,2023,TI Safe,null,null,"Alleged intrusion into missile engineering industrial base involving
a cyber attack in Russia.",Russia,Sector and Production Systems ,"
Engineering","The organization NPO Mashinostroyeniya (JSC MIC Mashinostroyenia, NPO Mash)
was the victim of a cyberattack by North Korea that compromised its daily operations. The email server was compromised and
it was the malicious means of communication of the invad",3,Interruption of services and data leaks ,<a href='https://www.sentinelone.com/labs/comrades-in-arms-north-korea-compromises-sanctioned-russian-missile-engineering-company/' rel='' target='_self'>https://www.sentinelone.com/labs/comrades-in-arms-north-korea-compromises-sanctioned-russian-missile-engineering-company/</a>
1179,31/07/2023,2023,TI Safe,null,null,"The Niger hacker group, known as Anonymous Sudan, threatened to carry out a wave of cyberattacks across France over geopolitical concerns.",France,Country ,Country ,"France had already been the target of this pro-Islamic group in mid-March and June, the threats keep French security on high alert to supervise or monitor actions that could turn into attacks.",3,"Spread of fear, terror and threats",<a href='https://www.leparisien.fr/high-tech/niger-les-hackers-danonymous-sudan-menacent-la-france-de-represailles-en-cas-dintervention-militaire-01-08-2023-P3YNIDEVEFEDFDXLUUN65WMSTQ.php?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=L%C3%ADderan%C3%A7as+criticam+Microsoft+por+atraso+em+patch+-+InCyber+07/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=ejBvVR&sender_customer=KZlAGwz' rel='' target='_self'>https://www.leparisien.fr/high-tech/niger-les-hackers-danonymous-sudan-menacent-la-france-de-represailles-en-cas-dintervention-militaire-01-08-2023-P3YNIDEVEFEDFDXLUUN65WMSTQ.php?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=L%C3%ADderan%C3%A7as+criticam+Microsoft+por+atraso+em+patch+-+InCyber+07/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=ejBvVR&sender_customer=KZlAGwz</a>
1178,03/08/2023,2023,TI Safe,null,null,"A cyberattack has paralyzed operations targeting hospitals across the United States leaving
the unavailable system of several health institutions across the country.",United States,Hospital and health sector,Healthcare and Public Health,"The biggest impact was on networks in Connecticut. There, countless
Manchester Memorial and Rockville General hospitals were closed and patients were transferred to other health facilities. In addition to numerous hospital procedures being cancelled",2,Interrption of services and operations in the Hospital ,<a href='https://www.securityreport.com.br/incidente-cibernetico-paralisa-operacoes-de-conglomerado-de-saude/' rel='' target='_self'>https://www.securityreport.com.br/incidente-cibernetico-paralisa-operacoes-de-conglomerado-de-saude/</a>
1177,12/03/2023,2023,TI Safe,null,null,"The Sabin clinical analysis laboratory informs that there are data
about the company on the Dark Web occurrence of a cyber attack
that the laboratory suffered months ago",Brazil,Hospital and health sector,Healthcare and Public Health,"There is a new investigation by Sabin to verify the situation, since the attack, which occurred in mass, had been contained and investigated
and therefore there was no assumption of data exposure by the company.",2,Expositions of datas ,<a href='Bhttps://campaign-statistics.com/link_click/IQGCXcqC9I_DYWuI/99295cbd498e73ca936478081d88c792' rel='' target='_self'>Bhttps://campaign-statistics.com/link_click/IQGCXcqC9I_DYWuI/99295cbd498e73ca936478081d88c792</a>
1175,15/03/2024,2024,TI Safe,External,Unauthorized access,Hackers Hijack Cell Phone Numbers in eSIM Attacks,Not specified ,Communication and telecommunications sector,Phones ,"Hackers are leveraging the shift to eSIMs to hijack phone numbers, bypass protections, and access bank accounts by porting the victim's number to another device using an eSIM.",3,"Criminals can gain access to two-factor authentication codes and access codes for various services, including banks and messengers.",<a href='Hackers sequestram números de celulares em ataques de eSIM | CISO Advisor' rel='' target='_self'>Hackers sequestram números de celulares em ataques de eSIM | CISO Advisor</a>
1176,02/08/2023,2023,TI Safe,null,null,"The actual representation monitoring system
 of products hosted by PAMI pharmacists in Argentina went offline due to an attack.
which shut down the system",Argentina,Chemical and Farmaceutic industry sector ,Farmaceutic Industry ,"There is still no information on what caused the system failure.
hosted by PAMI. The incident just left her unavailable for
around 6 am.",3,Interruption of services and data leaks ,<a href='https://www.lanacion.com.ar/sociedad/ciberataque-estan-caidos-varios-servicios-online-de-pami-nid02082023/?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=SSM+da+AWS+pode+ser+usado+como+RAT+-+InCyber+03/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=dGA9z0&sender_customer=KZlAGwz' rel='' target='_self'>https://www.lanacion.com.ar/sociedad/ciberataque-estan-caidos-varios-servicios-online-de-pami-nid02082023/?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=SSM+da+AWS+pode+ser+usado+como+RAT+-+InCyber+03/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=dGA9z0&sender_customer=KZlAGwz</a>
1174,24/07/2023,2023,TI Safe,null,null,"The cyberattack compromised the government website ""eCitizen"", used by many people who living in that country. The attack was promoted by the group ""Anonymous Sudan"".",Kenya ,Government facilities sector ,Government Sites,"The hackers used the DDoS (Distributed Denial of Service) mechanism for the realization of the attack. The government of Kenia said it that any datas wasnt or accessed lost, but the hackers said that passport data was access for the group.",3,Interruption of services and data leaks and expositions of datas,<a href='https://www.bbc.com/news/world-africa-66337573?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=Phishing+aposta+em+OneNote+e+JavaScript+-+InCyber+01/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=eZgz5Q&sender_customer=KZlAGwz' rel='' target='_self'>https://www.bbc.com/news/world-africa-66337573?utm_source=incyber+newsletter&utm_medium=email&utm_campaign=Phishing+aposta+em+OneNote+e+JavaScript+-+InCyber+01/08/2023+-+Exclusivo+e+Confidencial+para+Emilio+Arimatea&sender_ctype=email&sender_campaign=eZgz5Q&sender_customer=KZlAGwz</a>
1173,30/07/2023,2023,TI Safe,null,null,"The Bazan Group website went offline because
a cyber incident attack happened by the part of cyber group
titled ""CyberAvengers""
.",Israel,Chemical and Farmaceutic industry sector ,Petrochemical,"Hacker group Cyber ​​​​Avengers invaded and
breached Bazan's network, exposing important data to ICS,
specifically screens of SCADA systems
. The hacktivists assured that they had violated the
petrochemical network through an exploit related to Check poin",3,Interruption of services and data leaks and expositions of datas,<a href='https://www.bleepingcomputer.com/news/security/israels-largest-oil-refinery-website-offline-after-ddos-attack' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/israels-largest-oil-refinery-website-offline-after-ddos-attack</a>
1172,24/07/2023,2023,TI Safe,null,null,Azimut suffered a cyber attack with a ransom demand,United States,Sector and Production Systems ,Aerospace,"Azimut has detected "" unauthorized access to its computer systems"" by malicious third-party users who would then have made a redemption request to which the group did not respond",2,Data breach,<a href='https://www.milanofinanza.it/news/attacco-informatico-e-richiesta-di-riscatto-ad-azimut-la-risposta-del-gestore-202307241419554065' rel='' target='_self'>https://www.milanofinanza.it/news/attacco-informatico-e-richiesta-di-riscatto-ad-azimut-la-risposta-del-gestore-202307241419554065</a>
1171,24/07/2023,2023,TI Safe,null,null,Norway government ministries hit by cyber attack,Norway,Government facilities sector ,Government Facilities,"Twelve Norwegian government ministries have been hit by a cyber attack, identified due to ""unusual"" traffic on the supplier's platform",3,Data breach,<a href='https://www.reuters.com/technology/norway-government-ministries-hit-by-cyber-attack-2023-07-24/' rel='' target='_self'>https://www.reuters.com/technology/norway-government-ministries-hit-by-cyber-attack-2023-07-24/</a>
1170,19/07/2023,2023,TI Safe,null,null,Cybercriminal group Clop in global data theft that hit Sun Life,Canada,Transport sector and systems,Transportation Systems,Massive global data theft incident that has affected hundreds of corporations and close to 20 million individuals,3,Data theft,<a href='https://www.theglobeandmail.com/business/article-barrick-gold-russian-cybercriminal-data-theft/' rel='' target='_self'>https://www.theglobeandmail.com/business/article-barrick-gold-russian-cybercriminal-data-theft/</a>
1169,12/07/2023,2023,TI Safe,null,null,The website of the Court of Accounts of the state of Rio de Janeiro was down due to a hacker attack.,Brazil,Government facilities sector ,Government Facilities,Commissioned employee of the agency overthrew the server,4,Interruption of services and data leaks,<a href='bhttps://g1.globo.com/rj/rio-de-janeiro/noticia/2023/07/11/site-do-tce-rj-fica-fora-do-ar.ghtml' rel='' target='_self'>bhttps://g1.globo.com/rj/rio-de-janeiro/noticia/2023/07/11/site-do-tce-rj-fica-fora-do-ar.ghtml</a>
1168,12/07/2023,2023,TI Safe,null,null,Cyber Incident,Australia and New Zealand,Energy sector ,Energy,Ventia has identified a Cyber Incident affecting some of their systems.,2,Data leak,<a href='https://www.ventia.com/news-and-insights/cyberincident' rel='' target='_self'>https://www.ventia.com/news-and-insights/cyberincident</a>
1167,12/07/2023,2023,TI Safe,null,null,Lithuania hit by cyberattacks on NATO summit eve,Lithuania,Government facilities sector ,Government Facilities,"DDoS attacks occurring across the country on various types of structures like tourism, transportation app.",4,Disruption of several critical services.,<a href='https://telecom.economictimes.indiatimes.com/news/internet/lithuania-hit-by-cyberattacks-on-nato-summit-eve/101644714' rel='' target='_self'>https://telecom.economictimes.indiatimes.com/news/internet/lithuania-hit-by-cyberattacks-on-nato-summit-eve/101644714</a>
1166,11/07/2023,2023,TI Safe,null,null,The city of Hayward has fallen victim to a cyber security incident. ,United States,Government facilities sector ,Government Facilities,"The City of Hayward detected a cyber-security incident and intrusion into its computer networks early Sunday morning, and as a precaution has turned off access to its public website and associated online municipal portals.",4,Interruption of services and data leaks,<a href='https://hoodline.com/2023/07/cyber-attack-paralyzes-hayward-city-services/' rel='' target='_self'>https://hoodline.com/2023/07/cyber-attack-paralyzes-hayward-city-services/</a>
1165,06/07/2023,2023,TI Safe,External,null,Port of Nagoya continues its recovery from ransomware,Japan,Transport sector and systems,Transportation Systems,Nagoya port is recovering after ramsonware attack process,5,"Service interruption, data exposure, financial extortion, data loss",<a href='https://thecyberwire.com/stories/58f9fdcc80764a6dbfa85629c64f0a4b/port-of-nagoya-continues-its-recovery-from-ransomware' rel='' target='_self'>https://thecyberwire.com/stories/58f9fdcc80764a6dbfa85629c64f0a4b/port-of-nagoya-continues-its-recovery-from-ransomware</a>
1164,06/07/2023,2023,TI Safe,null,null,"Dublin airport staff's pay, benefits compromised in cyber attack",Ireland,Sector and Production Systems ,Aerospace,"The pay and benefits details of nearly 2,000 staff members of DAA, which operates Ireland's Dublin Airport, were compromised dua to a recent cyber attack on professional service provider Aon, the Sunday times reported.",3,data relating to some employees’ pay and benefits was compromised,<a href='https://www.asahi.com/ajw/articles/14949157' rel='' target='_self'>https://www.asahi.com/ajw/articles/14949157</a>
1163,03/07/2023,2023,TI Safe,null,null,"The cyber attack compromised the salary and benefits details of nearly 2,000 Dublin Airport Authority (DAA) employees due to a security flaw in the file transfer tool MOVEit, used by their third-party provider Aon.",Ireland,Transport sector and systems,Transportation Systems,"The cyber attack occurred through a security flaw in the file transfer tool MOVEit, used by the professional services provider Aon, resulting in the exposure of salary and benefits details of nearly 2,000 DAA employees. The flaw was discovered by the Prog",3,"The attack resulted in the exposure of sensitive information, such as salary and benefits details of DAA employees, causing concerns about the privacy and security of this data.",<a href='https://www.freemalaysiatoday.com/category/business/2023/07/02/dublin-airport-staffs-pay-benefits-compromised-in-cyber-attack/' rel='' target='_self'>https://www.freemalaysiatoday.com/category/business/2023/07/02/dublin-airport-staffs-pay-benefits-compromised-in-cyber-attack/</a>
1162,01/07/2023,2023,TI Safe,null,null,TSMC was the target of a ransomware attack carried out by the LockBit group. The cybercriminals stole sensitive information about the company's operations and demanded a ransom of $70 million in exchange for not publicly disclosing the stolen data.,Taiwan,Information Technology sector ,Information Technology,The LockBit group claimed responsibility for the attack and threatened to disclose the stolen data if the $70 million ransom was not paid. The company confirmed the attack and stated that it has taken the necessary measures to deal with the situation. TSM,4,"The initial impact of the attack was on TSMC and Kinmax Technology, with the theft of sensitive information and the demand for a high ransom. However, there is no detailed information about the impact on other affected companies or clients.",<a href='https://www.adrenaline.com.br/seguranca/tsmc-e-alvo-de-ransomware-e-criminosos-exigem-us-70-milhoes-em-resgate/amp/' rel='' target='_self'>https://www.adrenaline.com.br/seguranca/tsmc-e-alvo-de-ransomware-e-criminosos-exigem-us-70-milhoes-em-resgate/amp/</a>
1161,28/06/2023,2023,TI Safe,null,null,"Siemens Energy has confirmed that their data was stolen during a ransomware attack conducted by the Clop gang, using a zero-day vulnerability in the MOVEit Transfer platform. The company states that no critical information was compromised, and their opera",Global,Energy sector ,Energy,"Date: June 26, 2023
Companies Affected: Siemens Energy and its subsidiary, Petro-Canada
Industry Affected: Energy and Gas Stations
Attack Type: Data theft using ransomware Clop via a zero-day vulnerability in the MOVEit Transfer platform.
Impact: Siemens ",4,"The impact generated by the attack can be described as significant but not catastrophic. Although the data theft and disruption of operations at gas stations caused inconvenience to customers and affected transactions, there was no compromise of critical ",<a href='https://www.bleepingcomputer.com/news/security/siemens-energy-confirms-data-breach-after-moveit-data-theft-attack/' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/siemens-energy-confirms-data-breach-after-moveit-data-theft-attack/</a>
1160,27/06/2023,2023,TI Safe,null,null,"Suncor Energy, affected its subsidiary, Petro-Canada, which operates over 1,500 gas stations in the country. The attack resulted in technical issues that prevented customers from making credit card payments or using reward points at the gas stations. The ",Canada,Chemical and Farmaceutic industry sector ,Oil and Gas,"Affected Company: Suncor Energy
Affected Subsidiary: Petro-Canada
Affected Industry: Energy and Gas Stations",3,"Petro-Canada gas stations across Canada experienced technical issues that prevented customers from paying with credit cards or reward points at the gas stations. Additionally, the Petro-Canada app and website were impacted, making it difficult for custome",<a href='https://www.offshore-energy.biz/canadian-oil-gas-player-runs-into-cyber-security-incident/' rel='' target='_self'>https://www.offshore-energy.biz/canadian-oil-gas-player-runs-into-cyber-security-incident/</a>
1159,26/06/2023,2023,TI Safe,null,null,"Data breaches on Friday caused by the hack of Pilot Credentials, a third-party provider that manages pilot applications and recruitment portals for several airlines.",United States,Sector and Production Systems ,Aerospace,Data breach at the third-party provider Pilot Credentials. An unauthorized individual gained access to their systems on April 30th.,3,"Leakage of candidates' and pilots' information through the data breach at the third-party supplier could result in damage to the reputation of the involved airlines, as well as expose pilots to security risks such as identity theft or targeted phishing at",<a href='https://www.bleepingcomputer.com/news/security/american-airlines-southwest-airlines-disclose-data-breaches-affecting-pilots/' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/american-airlines-southwest-airlines-disclose-data-breaches-affecting-pilots/</a>
1158,21/06/2023,2023,TI Safe,null,null,Ransomware to encrypt the behavioral health organization's systems,United States,Hospital and health sector,Healthcare and Public Health,Ransomware to encrypt the behavioral health organization's systems,4,The attack disrupted the health organization's operations. Possibility of compromising sensitive patient data. Potential impact on health service delivery.,<a href='https://www.justice.gov/opa/pr/russian-national-charged-ransomware-attacks-against-critical-infrastructure' rel='' target='_self'>https://www.justice.gov/opa/pr/russian-national-charged-ransomware-attacks-against-critical-infrastructure</a>
1157,20/06/2023,2023,TI Safe,null,null,Cyberattack targets European Investment Bank,Europe,Banking and finance sector ,Financial services,European Investment Bank’s website is down due to a cyberattack,3,Financial loss,<a href='https://www.luxtimes.lu/luxembourg/cyberattack-targets-european-investment-bank/1698606.html' rel='' target='_self'>https://www.luxtimes.lu/luxembourg/cyberattack-targets-european-investment-bank/1698606.html</a>
1156,14/06/2023,2023,TI Safe,null,null,Illinois hospital is the first health care facility to link its closing to a ransomware attack,United States,Hospital and health sector,Healthcare and Public Health,"A ransomware attack hit SMP Health in 2021 and halted the hospital’s ability to submit claims to insurers, Medicare or Medicaid for months, sending it into a financial spiral.",4,Financial loss,<a href='https://www.nbcnews.com/tech/security/illinois-hospital-links-closure-ransomware-attack-rcna85983' rel='' target='_self'>https://www.nbcnews.com/tech/security/illinois-hospital-links-closure-ransomware-attack-rcna85983</a>
1155,13/06/2023,2023,TI Safe,External,null,Eisai Group confirms encryption of internal servers by ransomware,Japan,Chemical and Farmaceutic industry sector ,Pharmaceutical,"Attack blocked the group's internal servers, bringing down part of the operating systems, including some related to the company's logistics.",4,Data breach,<a href='https://www.securityreport.com.br/destaques/eisai-group-confirma-criptografia-de-servidores-internos-por-ransomware/' rel='' target='_self'>https://www.securityreport.com.br/destaques/eisai-group-confirma-criptografia-de-servidores-internos-por-ransomware/</a>
1154,12/06/2023,2023,TI Safe,null,null,Ukrainian Hackers Take Out Russian Banking Infrastructure,Ukraine,Banking and finance sector ,Financial services,"Ukrainian anarchist cyber army blew up InfoTel, which supplied its communications services to hundreds of other companies, a quarter of which were Russian banks",3,Data breach,<a href='https://www.infosecurity-magazine.com/news/ukrainian-hackers-russian-banking/' rel='' target='_self'>https://www.infosecurity-magazine.com/news/ukrainian-hackers-russian-banking/</a>
1153,09/06/2023,2023,TI Safe,External,null,Ransomware scum hit Japanese pharma giant Eisai Group,Japan,Chemical and Farmaceutic industry sector ,Pharmaceutical,"Certain systems both inside and outside of Japan, including ""logistics systems"" were offline after some of its servers were encrypted by ransomware.",4,Data breach,<a href='https://www.theregister.com/2023/06/09/eisai_group_hit_by_ransomware/' rel='' target='_self'>https://www.theregister.com/2023/06/09/eisai_group_hit_by_ransomware/</a>
1152,30/05/2023,2023,TI Safe,null,null,Scandinavian Airlines website hit by cyber attack,"Denmark, Sweden, and Norway",Sector and Production Systems ,Aerospace,"Cyber attack which knocked the website of Scandinavian Airlines (SAS) offline earlier this week, and left customer data exposed",3,Customer details exposed,<a href='https://www.bitdefender.com/blog/hotforsecurity/scandinavian-airlines-website-hit-by-cyber-attack-customer-details-exposed/' rel='' target='_self'>https://www.bitdefender.com/blog/hotforsecurity/scandinavian-airlines-website-hit-by-cyber-attack-customer-details-exposed/</a>
1151,26/05/2023,2023,TI Safe,null,null,Italy suffers heavy cyber attack,Italy,Government facilities sector ,Government Facilities,"Italy's government has reported that the Ministry of Industry suffered a ""heavy cyber attack""",3,Portal and its applications down,<a href='https://olhardigital.com.br/2023/05/26/seguranca/sistema-offline-italia-sofre-forte-ataque-cibernetico/' rel='' target='_self'>https://olhardigital.com.br/2023/05/26/seguranca/sistema-offline-italia-sofre-forte-ataque-cibernetico/</a>
1150,25/05/2023,2023,TI Safe,null,null,Operation Magalenha attacks 30 Portuguese financial institutions,Portugal,Banking and finance sector ,Financial services,"Steal credentials, exfiltrate data or personal information from users and gain full control over infected machines",5,Data leak,<a href='https://www.convergenciadigital.com.br/Seguranca/Hackers-brasileiros-atacam-30-bancos-em-Portugal-63310.html' rel='' target='_self'>https://www.convergenciadigital.com.br/Seguranca/Hackers-brasileiros-atacam-30-bancos-em-Portugal-63310.html</a>
1149,12/05/2023,2023,TI Safe,null,null,3 hospitals facing lawsuits for data breaches,United States,Hospital and health sector,Healthcare and Public Health,Facing lawsuits regarding data breach incidents that involved patients' protected health information,2,Data leak,<a href='https://www.beckershospitalreview.com/cybersecurity/3-hospitals-health-systems-facing-lawsuits-for-data-breaches.html' rel='' target='_self'>https://www.beckershospitalreview.com/cybersecurity/3-hospitals-health-systems-facing-lawsuits-for-data-breaches.html</a>
1148,12/05/2023,2023,TI Safe,null,null,IT security incident,Global,Manufacturing and automation sector,Critical Manufacturing,Fell victim to a ransomware attack by the Russia-linked cybercriminal group Black Basta,3,Affected certain locations and systems,<a href='https://cybernews.com/news/abb-confirms-data-breach/?utm_source=signal&utm_medium=push&utm_campaign=abb-confirms-data-breach_signal' rel='' target='_self'>https://cybernews.com/news/abb-confirms-data-breach/?utm_source=signal&utm_medium=push&utm_campaign=abb-confirms-data-breach_signal</a>
1147,08/05/2023,2023,TI Safe,null,null,Hacker Attack Compromises Fleury Lab Network,Brazil,Hospital and health sector,Healthcare and Public Health,"The Fleury laboratory network was the target of a cyberattack, marking the second attack in two years on the group.",2,"The Fleury group's systems have been completely paralyzed since 6 a.m. on Friday, leading to the end of exam scheduling, among other activities.",<a href='https://boletimsec.com.br/ataque-hacker-compromete-a-rede-de-laboratorios-fleury/' rel='' target='_self'>https://boletimsec.com.br/ataque-hacker-compromete-a-rede-de-laboratorios-fleury/</a>
1146,27/04/2023,2023,TI Safe,null,null,Coca-Cola Femsa reports cyber security incidents in its Mexico operations,Mexico,Agricultural sector ,"Agriculture, food and beverage","Coca-Cola Femsa informed the Mexican stock market that it was the victim of an attack on its cyber infrastructure a few days ago, according to the company, its protocols in that country were activated immediately without the company or its activities bein",3,None,<a href='https://www.larepublica.co/globoeconomia/coca-cola-femsa-reporto-incidentes-de-ciberseguridad-para-sus-operaciones-en-mexico-3602455' rel='' target='_self'>https://www.larepublica.co/globoeconomia/coca-cola-femsa-reporto-incidentes-de-ciberseguridad-para-sus-operaciones-en-mexico-3602455</a>
1145,20/04/2023,2023,TI Safe,null,null,Iranian government-backed hackers attack US power and transit systems,United States,Energy sector ,Energy,An Iranian government-backed actor known as Mint Sandstorm has been linked to targeted attacks on critical infrastructure in the US.,4,None,<a href='https://boletimsec.com.br/hackers-apoiados-pelo-governo-iraniano-atacam-sistemas-de-energia-e-transito-dos-eua/' rel='' target='_self'>https://boletimsec.com.br/hackers-apoiados-pelo-governo-iraniano-atacam-sistemas-de-energia-e-transito-dos-eua/</a>
1144,18/04/2023,2023,TI Safe,null,null,Military helicopter crash blamed on failure to apply software patch,Australia,Transport sector and systems,Transportation Systems,"An Australian military helicopter crash was allegedly caused by the failure to apply a software patch, with a heavy side playing down to pilot error.",4,"All ten Australian Defense Force members aboard the helicopter were accounted for, with two suffering what the Department of Defense described as ""minor injuries"".",<a href='https://www.theregister.com/2023/04/18/helicopter_crash_missing_software_patch/' rel='' target='_self'>https://www.theregister.com/2023/04/18/helicopter_crash_missing_software_patch/</a>
1143,17/04/2023,2023,TI Safe,null,null,Payments Giant NCR Hit by Ransomware,United States,Banking and finance sector ,Financial services,US payments giant NCR confirmed over the weekend that a data center outage is the result of a ransomware attack. A well-known ransomware group took credit for the attack.,3,"The hackers claimed that they didn't steal any actual data from NCR, but obtained ""a lot of credentials"" that can be used to access NCR customer networks.",<a href='https://www.securityweek.com/payments-giant-ncr-hit-by-ransomware/' rel='' target='_self'>https://www.securityweek.com/payments-giant-ncr-hit-by-ransomware/</a>
1142,28/03/2023,2023,TI Safe,null,null,USP hospital is attacked by hackers who charge ransom,Brazil,Hospital and health sector,Healthcare and Public Health,"The University Hospital of the University of São Paulo (USP) was the target of a hacker attack. The machines were “hijacked” by ransomware, a virus that blocks user access to the computer and charges a ransom.",4,The hospital has not paid the ransom and is in the process of recovering data backups from the affected computers.,<a href='https://www.metropoles.com/colunas/guilherme-amado/hospital-da-usp-e-atacado-por-hackers-que-cobram-resgate' rel='' target='_self'>https://www.metropoles.com/colunas/guilherme-amado/hospital-da-usp-e-atacado-por-hackers-que-cobram-resgate</a>
1141,27/03/2023,2023,TI Safe,null,null,OAB is safe from hacker attacks and paralyzes systems,Brazil,Government facilities sector ,Government Facilities,"Federal Council of the OAB removed the website and systems of the National OAB, including the National Advocacy Register, from the air due to a hacker attack",4,Council suspended deadlines related to electronic processes in progress until the return of normality,<a href='https://www.convergenciadigital.com.br/Seguranca/OAB-e-alvo-de-ataque-hacker-e-paralisa-sistemas-62849.html?UserActiveTemplate=site&UserActiveTemplate=mobile' rel='' target='_self'>https://www.convergenciadigital.com.br/Seguranca/OAB-e-alvo-de-ataque-hacker-e-paralisa-sistemas-62849.html?UserActiveTemplate=site&UserActiveTemplate=mobile</a>
1140,19/03/2023,2023,TI Safe,null,null,"Hitachi Energy is new target of Clop, which uses bug in GoAnywhere",Europe,Energy sector ,Energy,Hitachi Energy has confirmed that it has suffered a data breach from the group operating the Clop ransomware that stole data from the company using a zero-day vulnerability in Fortra GoAnywhere MFT (Managed File Transfer).,3,None of the network operations nor the security or reliability of customer data have been compromised,<a href='https://www.cisoadvisor.com.br/hitachi-energy-e-novo-alvo-do-clop-devido-ao-bug-no-goanywhere/?sender_ctype=email&sender_campaign=boXG1k&sender_customer=DRnnVX6' rel='' target='_self'>https://www.cisoadvisor.com.br/hitachi-energy-e-novo-alvo-do-clop-devido-ao-bug-no-goanywhere/?sender_ctype=email&sender_campaign=boXG1k&sender_customer=DRnnVX6</a>
1139,07/03/2023,2023,TI Safe,null,null,Appointments Cancelled After Ransomware Attack On Barcelona Hospital,Spain,Hospital and health sector,Healthcare and Public Health,"A major hospital in Spain has become victim to a ransomware attack, which has impacted the health treatment of thousands of patients.",4,"Sunday's ransomware attack at Barcelona's Hospital Clinic forced the cancellation of 150 non-urgent operations and up to 3,000 patient exams",<a href='https://www.silicon.co.uk/security/cyberwar/appointments-cancelled-after-ransomware-attack-on-barcelona-hospital-500661' rel='' target='_self'>https://www.silicon.co.uk/security/cyberwar/appointments-cancelled-after-ransomware-attack-on-barcelona-hospital-500661</a>
1138,06/02/2023,2023,TI Safe,null,null,Italy is the target of a massive hack attack,Europe,Government facilities sector ,Government Facilities,"Italy is suffering from a massive ransomware attack, where victims have to pay criminals to regain access to their systems. Dozens of systems have been detected as compromised and many more are exposed to attack.",4,"
Victims have to pay criminals to regain access to their systems",<a href='https://dciber.org/italia-esta-sendo-alvo-de-um-ataque-hacker-de-grandes-proporcoes/' rel='' target='_self'>https://dciber.org/italia-esta-sendo-alvo-de-um-ataque-hacker-de-grandes-proporcoes/</a>
1137,19/01/2023,2023,TI Safe,null,null,Hackers obstruct govt sites for four hours,Asia,Government facilities sector ,Government Facilities,Government websites under the '.gov.np' domain were hacked by people from unidentified locations who obstructed access to the websites from 12:00 to 16:00.,4,"The attack was not intended to steal any information or inject any malware, just to disrupt the website's accessibility.",<a href='https://thehimalayantimes.com/nepal/hackers-obstruct-govt-sites-for-four-hours' rel='' target='_self'>https://thehimalayantimes.com/nepal/hackers-obstruct-govt-sites-for-four-hours</a>
1136,11/12/2017,2017,CIRWA,null,null,Jerome School District falls victim to ransomware,United States,Education and Research sector ,Education and Research,"The Jerome School District had some internet and phone issues, falling victim to ransomware.",3,"The district didn't pay them the ransom, but they have file backups and will restore them.",<a href='https://www.kmvt.com/content/news/Jerome-School-District-falls-victim-to-ransomware--463510223.html' rel='' target='_self'>https://www.kmvt.com/content/news/Jerome-School-District-falls-victim-to-ransomware--463510223.html</a>
